,Unnamed: 0,Accident Ref.,Borough,Easting,Northing,Vehicle Type,Unnamed: 0,Y,X
4292,35770,0111XD80370,EALING,517960,180810,01 Pedal Cycle,4292,-0.30144687,51.5139104
4293,35797,0111XD80383,EALING,520070,180120,01 Pedal Cycle,4293,-0.27128882,51.50726517
4294,35804,0111XD80388,EALING,521420,180090,01 Pedal Cycle,4294,-0.25185646,51.50670748
4295,35818,0111XD80396,EALING,514390,182240,01 Pedal Cycle,4295,-0.35240758,51.52749616
4296,35843,0111XD80415,EALING,515680,180180,01 Pedal Cycle,4296,-0.33449586,51.50871886
4297,35846,0111XD80417,EALING,520490,180290,01 Pedal Cycle,4297,-0.26518189,51.50870377
4298,35871,0111XD80431,EALING,517600,179580,01 Pedal Cycle,4298,-0.30704246,51.50293048
4299,35895,0111XD80454,EALING,512170,180520,01 Pedal Cycle,4299,-0.38494377,51.51248177
4300,35909,0111XD80463,EALING,513560,181490,01 Pedal Cycle,4300,-0.36460893,51.5209226
4301,35914,0111XD80466,EALING,515940,182760,01 Pedal Cycle,4301,-0.32990248,51.53185399
4302,35916,0111XD80467,EALING,515730,185140,01 Pedal Cycle,4302,-0.33214697,51.55328792
4303,35936,0111XD80483,EALING,521530,182630,01 Pedal Cycle,4303,-0.24939674,51.52951196
4304,35944,0111XD80488,EALING,515710,179690,01 Pedal Cycle,4304,-0.33422449,51.50430872
4305,35949,0111XD80490,EALING,521580,180890,01 Pedal Cycle,4305,-0.24927646,51.51386307
4306,35953,0111XD80495,EALING,514410,185620,01 Pedal Cycle,4306,-0.35102221,51.55787087
4307,35972,0111XD80505,EALING,512610,179780,01 Pedal Cycle,4307,-0.37884185,51.50574323
4308,36005,0111XD80528,EALING,521430,182470,01 Pedal Cycle,4308,-0.2508928,51.52809544
4309,36076,0111XD80569,EALING,521380,180730,01 Pedal Cycle,4309,-0.25221232,51.51246802
4310,36097,0111XD80583,EALING,517680,179130,01 Pedal Cycle,4310,-0.30604042,51.49886939
4311,36103,0111XD80588,EALING,518360,181120,01 Pedal Cycle,4311,-0.29558109,51.51661304
4312,36107,0111XD80590,EALING,512800,184020,01 Pedal Cycle,4312,-0.37474904,51.543814
4313,36110,0111XD80592,EALING,514490,182570,01 Pedal Cycle,4313,-0.35085944,51.53044189
4314,36118,0111XD80601,EALING,518620,181820,01 Pedal Cycle,4314,-0.29160023,51.52284991
4315,36120,0111XD80605,EALING,512600,179700,01 Pedal Cycle,4315,-0.3790114,51.50502618
4316,36155,0111XD80628,EALING,512640,179980,01 Pedal Cycle,4316,-0.37834593,51.50753485
4317,36162,0111XD80632,EALING,520470,179590,01 Pedal Cycle,4317,-0.26570892,51.50241676
4318,36164,0111XD80634,EALING,520680,179610,01 Pedal Cycle,4318,-0.26267797,51.50255178
4319,36173,0111XD80642,EALING,518000,182580,01 Pedal Cycle,4319,-0.30027815,51.52981015
4320,36178,0111XD80645,EALING,516470,180380,01 Pedal Cycle,4320,-0.32305149,51.51035431
4321,36214,0111XD80669,EALING,518970,179370,01 Pedal Cycle,4321,-0.28738407,51.50075678
4322,36220,0111XD80673,EALING,518220,180520,01 Pedal Cycle,4322,-0.29779895,51.51124973
4323,36226,0111XD80678,EALING,514570,182700,01 Pedal Cycle,4323,-0.34966437,51.5315941
4324,36236,0111XD80684,EALING,513000,184710,01 Pedal Cycle,4324,-0.37164484,51.54997559
4325,36238,0111XD80685,EALING,512530,179570,01 Pedal Cycle,4325,-0.380061,51.50387168
4326,36261,0111XD80698,EALING,521290,180130,01 Pedal Cycle,4326,-0.25371494,51.50709486
4327,36299,0111XD80718,EALING,517710,180150,01 Pedal Cycle,4327,-0.3052682,51.5080306
4328,36316,0111XD80730,EALING,515320,180150,01 Pedal Cycle,4328,-0.33969078,51.50852274
4329,36320,0111XD80733,EALING,512270,180480,01 Pedal Cycle,4329,-0.38351603,51.51210241
4330,36327,0111XD80740,EALING,519480,179650,01 Pedal Cycle,4330,-0.27994522,51.50316588
4331,36344,0111XD80750,EALING,518850,180450,01 Pedal Cycle,4331,-0.28874835,51.51048863
4332,36359,0111XD80760,EALING,518150,180790,01 Pedal Cycle,4332,-0.29871676,51.51369102
4333,36374,0111XD80772,EALING,520600,178900,01 Pedal Cycle,4333,-0.26407259,51.49618769
4334,36400,0111XD80791,EALING,515410,180170,01 Pedal Cycle,4334,-0.33838796,51.50868414
4335,36405,0111XD80794,EALING,512820,180390,01 Pedal Cycle,4335,-0.37562225,51.51118402
4336,36442,0111XD80815,EALING,518360,182860,01 Pedal Cycle,4336,-0.29499675,51.53225146
4337,36451,0111XD80821,EALING,516280,183800,01 Pedal Cycle,4337,-0.3246596,51.54113136
4338,36470,0111XD80835,EALING,514560,182220,01 Pedal Cycle,4338,-0.34996452,51.52728198
4339,36491,0111XD80850,EALING,514270,180120,01 Pedal Cycle,4339,-0.35482376,51.50846618
4340,36502,0111XD80863,EALING,517690,180710,01 Pedal Cycle,4340,-0.3053694,51.51306784
4341,36587,0111XD80924,EALING,514120,185120,01 Pedal Cycle,4341,-0.35536554,51.5534355
4342,36649,0111CW12473,BRENT,524810,184410,01 Pedal Cycle,4342,-0.20150532,51.54479452
4343,36700,0111QK50020,BRENT,520320,186640,01 Pedal Cycle,4343,-0.26546109,51.56581026
4344,36718,0111QK50032,BRENT,524600,183270,01 Pedal Cycle,4344,-0.20493554,51.53459548
4345,36748,0111QK50052,BRENT,521260,183750,01 Pedal Cycle,4345,-0.25290168,51.53963581
4346,36780,0111QK50082,BRENT,524930,184010,01 Pedal Cycle,4346,-0.19991767,51.54117313
4347,36803,0111QK50098,BRENT,519530,183170,01 Pedal Cycle,4347,-0.27803191,51.53479151
4348,36839,0111QK50135,BRENT,519360,188760,01 Pedal Cycle,4348,-0.27858509,51.58506713
4349,36875,0111QK50163,BRENT,521480,184810,01 Pedal Cycle,4349,-0.24936506,51.54911527
4350,36906,0111QK50187,BRENT,521420,185610,01 Pedal Cycle,4350,-0.24995388,51.55631806
4351,36948,0111QK50213,BRENT,522510,183680,01 Pedal Cycle,4351,-0.2349106,51.53873724
4352,37012,0111QK50256,BRENT,523190,184670,01 Pedal Cycle,4352,-0.22476423,51.5474868
4353,37030,0111QK50275,BRENT,516900,185310,01 Pedal Cycle,4353,-0.31522255,51.55457505
4354,37033,0111QK50277,BRENT,517310,186770,01 Pedal Cycle,4354,-0.30882533,51.56761222
4355,37035,0111QK50278,BRENT,523610,185250,01 Pedal Cycle,4355,-0.2185066,51.55260769
4356,37055,0111QK50289,BRENT,522090,184740,01 Pedal Cycle,4356,-0.24059589,51.54835476
4357,37064,0111QK50294,BRENT,519230,184850,01 Pedal Cycle,4357,-0.28178621,51.54995385
4358,37079,0111QK50306,BRENT,522490,184340,01 Pedal Cycle,4358,-0.23496919,51.54467322
4359,37104,0111QK50321,BRENT,522820,183420,01 Pedal Cycle,4359,-0.23053365,51.53633324
4360,37119,0111QK50330,BRENT,518070,184890,01 Pedal Cycle,4360,-0.29849492,51.55055685
4361,37121,0111QK50331,BRENT,521410,185580,01 Pedal Cycle,4361,-0.25010841,51.55605059
4362,37126,0111QK50334,BRENT,519100,188750,01 Pedal Cycle,4362,-0.28233956,51.5850321
4363,37129,0111QK50336,BRENT,519850,186590,01 Pedal Cycle,4363,-0.272256,51.5654608
4364,37141,0111QK50345,BRENT,516990,185080,01 Pedal Cycle,4364,-0.31400127,51.5524892
4365,37181,0111QK50375,BRENT,522080,183470,01 Pedal Cycle,4365,-0.24118048,51.53694295
4366,37186,0111QK50378,BRENT,517560,186220,01 Pedal Cycle,4366,-0.30540354,51.562617
4367,37198,0111QK50385,BRENT,521770,183410,01 Pedal Cycle,4367,-0.24566885,51.53647052
4368,37199,0111QK50386,BRENT,521220,183430,01 Pedal Cycle,4368,-0.25358834,51.53676841
4369,37201,0111QK50387,BRENT,522540,187240,01 Pedal Cycle,4369,-0.23323816,51.57072576
4370,37211,0111QK50393,BRENT,520560,186470,01 Pedal Cycle,4370,-0.26205836,51.56423128
4371,37213,0111QK50394,BRENT,520000,184150,01 Pedal Cycle,4371,-0.27092494,51.54349968
4372,37262,0111QK50429,BRENT,521320,184430,01 Pedal Cycle,4372,-0.25180256,51.5457344
4373,37270,0111QK50434,BRENT,518270,187070,01 Pedal Cycle,4373,-0.29487969,51.57010805
4374,37316,0111QK50463,BRENT,518270,187020,01 Pedal Cycle,4374,-0.29489652,51.56965868
4375,37319,0111QK50464,BRENT,517610,185030,01 Pedal Cycle,4375,-0.3050796,51.55191109
4376,37323,0111QK50467,BRENT,519420,186420,01 Pedal Cycle,4376,-0.27851472,51.56402409
4377,37367,0111QK50495,BRENT,520810,185040,01 Pedal Cycle,4377,-0.25894447,51.55132596
4378,37397,0111QK50514,BRENT,517670,188410,01 Pedal Cycle,4378,-0.30308433,51.5822765
4379,37410,0111QK50524,BRENT,520500,183930,01 Pedal Cycle,4379,-0.26379348,51.54141607
4380,37430,0111QK50535,BRENT,521860,185270,01 Pedal Cycle,4380,-0.24372786,51.55316769
4381,37449,0111QK50547,BRENT,516990,185080,01 Pedal Cycle,4381,-0.31400127,51.5524892
4382,37455,0111QK50552,BRENT,522140,183050,01 Pedal Cycle,4382,-0.24046148,51.53315528
4383,37474,0111QK50561,BRENT,521260,184310,01 Pedal Cycle,4383,-0.25270878,51.54466878
4384,37481,0111QK50567,BRENT,523800,185720,01 Pedal Cycle,4384,-0.21560239,51.55679013
4385,37482,0111QK50568,BRENT,522200,183130,01 Pedal Cycle,4385,-0.23956913,51.5338613
4386,37497,0111QK50579,BRENT,520950,183590,01 Pedal Cycle,4386,-0.2574245,51.53826422
4387,37498,0111QK50580,BRENT,518860,185640,01 Pedal Cycle,4387,-0.28685352,51.55713208
4388,37501,0111QK50581,BRENT,518880,185300,01 Pedal Cycle,4388,-0.28667985,51.55407203
4389,37502,0111QK50582,BRENT,516990,185020,01 Pedal Cycle,4389,-0.31402118,51.55194993
4390,37535,0111QK50603,BRENT,518270,187070,01 Pedal Cycle,4390,-0.29487969,51.57010805
4391,37542,0111QK50610,BRENT,522030,183150,01 Pedal Cycle,4391,-0.24201196,51.53407777
4392,37553,0111QK50616,BRENT,522270,183750,01 Pedal Cycle,4392,-0.2383451,51.53941834
4393,37582,0111QK50634,BRENT,522600,183090,01 Pedal Cycle,4393,-0.23381895,51.53341518
4394,37585,0111QK50635,BRENT,523630,183190,01 Pedal Cycle,4394,-0.21894158,51.53408955
4395,37596,0111QK50641,BRENT,519250,186210,01 Pedal Cycle,4395,-0.2810374,51.56217272
4396,37609,0111QK50650,BRENT,520180,188530,01 Pedal Cycle,4396,-0.26683355,51.58282626
4397,37647,0111QK50675,BRENT,523960,183480,01 Pedal Cycle,4397,-0.21408418,51.53662355
4398,37656,0111QK50680,BRENT,521040,183460,01 Pedal Cycle,4398,-0.25617211,51.53707658
4399,37677,0111QK50694,BRENT,518130,183890,01 Pedal Cycle,4399,-0.29796555,51.54155675
4400,37691,0111QK50707,BRENT,522800,187000,01 Pedal Cycle,4400,-0.2295725,51.5685123
4401,37736,0111QK50736,BRENT,521630,183310,01 Pedal Cycle,4401,-0.247721,51.53560191
4402,37748,0111QK50742,BRENT,525010,183650,01 Pedal Cycle,4402,-0.1988925,51.53792006
4403,37765,0111QK50757,BRENT,523620,183180,01 Pedal Cycle,4403,-0.21908919,51.53400186
4404,37808,0111SX20356,BRENT,523800,185720,01 Pedal Cycle,4404,-0.21560239,51.55679013
4405,37812,0111SX20486,BRENT,523710,185820,01 Pedal Cycle,4405,-0.21686481,51.55770859
4406,37840,0111TB00053,BRENT,518930,185380,01 Pedal Cycle,4406,-0.285932,51.55478053
4407,37858,0111TB00470,BRENT,522640,183330,01 Pedal Cycle,4407,-0.23315897,51.53556347
4408,37863,0111TB00552,BRENT,516970,185100,01 Pedal Cycle,4408,-0.31428298,51.5526731
4409,37865,0111TB00603,BRENT,523140,183140,01 Pedal Cycle,4409,-0.22602005,51.53374716
4410,37868,0111TB00608,BRENT,522800,184600,01 Pedal Cycle,4410,-0.23041029,51.54694262
4411,37870,0111TB00628,BRENT,520810,184020,01 Pedal Cycle,4411,-0.25929463,51.54215876
4412,37871,0111TB00629,BRENT,519190,186149,01 Pedal Cycle,4412,-0.28192326,51.56163717
4413,37874,0111TB00700,BRENT,519490,186580,01 Pedal Cycle,4413,-0.27745093,51.56544724
4414,37876,0111TB00702,BRENT,523700,183060,01 Pedal Cycle,4414,-0.21797852,51.53290588
4415,37879,0111TB00737,BRENT,524650,184650,01 Pedal Cycle,4415,-0.20372647,51.54698676
4416,37882,0111TB00766,BRENT,516430,186720,01 Pedal Cycle,4416,-0.32153283,51.56734484
4417,37888,0111TB00791,BRENT,518070,184890,01 Pedal Cycle,4417,-0.29849492,51.55055685
4418,37890,0111TB00829,BRENT,523400,184160,01 Pedal Cycle,4418,-0.22191599,51.54285746
4419,37892,0111TB00840,BRENT,520600,188280,01 Pedal Cycle,4419,-0.26086031,51.58048996
4420,37893,0111TB00865,BRENT,518770,187280,01 Pedal Cycle,4420,-0.28759751,51.57189031
4421,37896,0111TB00875,BRENT,519230,186180,01 Pedal Cycle,4421,-0.28133597,51.56190732
4422,37904,0111TB01111,BRENT,521610,183180,01 Pedal Cycle,4422,-0.24805412,51.53443785
4423,37911,0111TB01223,BRENT,524630,183280,01 Pedal Cycle,4423,-0.2044997,51.53467874
4424,37918,0111TB01231,BRENT,523410,184500,01 Pedal Cycle,4424,-0.22165267,51.54591095
4425,37941,0111TB01475,BRENT,518160,185100,01 Pedal Cycle,4425,-0.2971271,51.55242548
4426,37982,0111QA10003,HARROW,514990,188090,01 Pedal Cycle,4426,-0.34185151,51.57995272
4427,38076,0111QA10086,HARROW,514930,189000,01 Pedal Cycle,4427,-0.34241927,51.58814398
4428,38113,0111QA10118,HARROW,512710,191140,01 Pedal Cycle,4428,-0.37376315,51.60782668
4429,38161,0111QA10149,HARROW,517570,191130,01 Pedal Cycle,4429,-0.30361577,51.60674341
4430,38167,0111QA10153,HARROW,514850,187320,01 Pedal Cycle,4430,-0.34412282,51.57306066
4431,38202,0111QA10173,HARROW,512820,186210,01 Pedal Cycle,4431,-0.37375903,51.56349347
4432,38225,0111QA10186,HARROW,518990,189250,01 Pedal Cycle,4432,-0.2837571,51.58954904
4433,38229,0111QA10189,HARROW,512930,186030,01 Pedal Cycle,4433,-0.37223056,51.56185361
4434,38276,0111QA10222,HARROW,515740,187840,01 Pedal Cycle,4434,-0.33111473,51.57755247
4435,38278,0111QA10223,HARROW,517000,189040,01 Pedal Cycle,4435,-0.31253987,51.58807775
4436,38289,0111QA10231,HARROW,515580,189190,01 Pedal Cycle,4436,-0.33297841,51.58971877
4437,38306,0111QA10242,HARROW,515470,188310,01 Pedal Cycle,4437,-0.33485491,51.58183202
4438,38336,0111QA10263,HARROW,514240,186370,01 Pedal Cycle,4438,-0.35322993,51.56464607
4439,38347,0111QA10269,HARROW,516290,189240,01 Pedal Cycle,4439,-0.32271753,51.59002215
4440,38350,0111QA10271,HARROW,515070,188260,01 Pedal Cycle,4440,-0.34064177,51.58146435
4441,38393,0111QA10295,HARROW,513300,186220,01 Pedal Cycle,4441,-0.36683393,51.56348722
4442,38398,0111QA10299,HARROW,511020,190820,01 Pedal Cycle,4442,-0.39825934,51.60528608
4443,38410,0111QA10306,HARROW,514370,190110,01 Pedal Cycle,4443,-0.3501375,51.59823451
4444,38412,0111QA10307,HARROW,515970,191940,01 Pedal Cycle,4444,-0.32644225,51.6143552
4445,38415,0111QA10312,HARROW,515660,188630,01 Pedal Cycle,4445,-0.33200856,51.58466919
4446,38458,0111QA10354,HARROW,519210,191580,01 Pedal Cycle,4446,-0.27979231,51.61044313
4447,38488,0111QA10380,HARROW,516660,192670,01 Pedal Cycle,4447,-0.31623818,51.62077372
4448,38528,0111QA19048,HARROW,515640,188840,01 Pedal Cycle,4448,-0.33222794,51.58656072
4449,38547,0111TB00336,HARROW,512710,189470,01 Pedal Cycle,4449,-0.37429955,51.59281663
4450,38557,0111TB00606,HARROW,517330,190480,01 Pedal Cycle,4450,-0.30729727,51.60095143
4451,38558,0111TB00612,HARROW,515640,188930,01 Pedal Cycle,4451,-0.3321983,51.58736962
4452,38561,0111TB00719,HARROW,514010,191370,01 Pedal Cycle,4452,-0.35492339,51.6096323
4453,38563,0111TB00720,HARROW,515000,188580,01 Pedal Cycle,4453,-0.34154682,51.58435477
4454,38576,0111TB01145,HARROW,517570,189780,01 Pedal Cycle,4454,-0.30406811,51.59461006
4455,38581,0111TB01213,HARROW,515167,190430,01 Pedal Cycle,4455,-0.33853062,51.60094831
4456,38587,0111TB01406,HARROW,515240,189650,01 Pedal Cycle,4456,-0.33773317,51.59392282
4457,38697,0111SX20047,BARNET,525470,191040,01 Pedal Cycle,4457,-0.18962621,51.60423216
4458,38713,0111SX20058,BARNET,522910,189380,01 Pedal Cycle,4458,-0.22715324,51.58987801
4459,38876,0111SX20164,BARNET,524150,186020,01 Pedal Cycle,4459,-0.21045062,51.55940947
4460,39069,0111SX20293,BARNET,523330,189150,01 Pedal Cycle,4460,-0.22117441,51.58771926
4461,39199,0111SX20381,BARNET,525300,195860,01 Pedal Cycle,4461,-0.19035695,51.64758612
4462,39211,0111SX20390,BARNET,527270,189280,01 Pedal Cycle,4462,-0.16428714,51.58801156
4463,39238,0111SX20407,BARNET,527150,189680,01 Pedal Cycle,4463,-0.16587362,51.59163335
4464,39333,0111SX20468,BARNET,525010,190960,01 Pedal Cycle,4464,-0.19629341,51.60361548
4465,39341,0111SX20475,BARNET,521240,191430,01 Pedal Cycle,4465,-0.25054139,51.60866266
4466,39407,0111SX20521,BARNET,522140,187880,01 Pedal Cycle,4466,-0.2387842,51.57656434
4467,39415,0111SX20526,BARNET,522670,188940,01 Pedal Cycle,4467,-0.23076949,51.58597592
4468,39418,0111SX20529,BARNET,519470,191310,01 Pedal Cycle,4468,-0.2761311,51.60796155
4469,39427,0111SX20536,BARNET,528460,192330,01 Pedal Cycle,4469,-0.14600351,51.61515105
4470,39457,0111SX20554,BARNET,518100,193260,01 Pedal Cycle,4470,-0.29524859,51.62577622
4471,39460,0111SX20556,BARNET,519330,192790,01 Pedal Cycle,4471,-0.27764868,51.62129257
4472,39462,0111SX20557,BARNET,524800,189260,01 Pedal Cycle,4472,-0.19992839,51.58838419
4473,39473,0111SX20563,BARNET,526540,190870,01 Pedal Cycle,4473,-0.17424553,51.60246504
4474,39590,0111SX20639,BARNET,522650,187320,01 Pedal Cycle,4474,-0.23162387,51.57142087
4475,39601,0111SX20643,BARNET,522520,189640,01 Pedal Cycle,4475,-0.23268942,51.5922995
4476,39608,0111SX20649,BARNET,520210,191360,01 Pedal Cycle,4476,-0.26543286,51.60825378
4477,39625,0111SX20658,BARNET,524430,190010,01 Pedal Cycle,4477,-0.20500029,51.59520631
4478,39637,0111SX20664,BARNET,527850,192610,01 Pedal Cycle,4478,-0.15470678,51.61780606
4479,39702,0111SX20701,BARNET,524620,186270,01 Pedal Cycle,4479,-0.20358562,51.56155267
4480,39704,0111SX20702,BARNET,525510,191080,01 Pedal Cycle,4480,-0.18903462,51.60458272
4481,39721,0111SX20714,BARNET,525010,196110,01 Pedal Cycle,4481,-0.19445704,51.64989735
4482,39750,0111SX20732,BARNET,519430,191920,01 Pedal Cycle,4482,-0.27650113,51.61345227
4483,39758,0111SX20737,BARNET,524750,186330,01 Pedal Cycle,4483,-0.20168992,51.56206318
4484,39779,0111SX20755,BARNET,523580,187890,01 Pedal Cycle,4484,-0.2180113,51.57634069
4485,39787,0111SX20761,BARNET,521440,188720,01 Pedal Cycle,4485,-0.24859069,51.58426455
4486,39814,0111SX20778,BARNET,525410,190960,01 Pedal Cycle,4486,-0.19052067,51.60352658
4487,39821,0111SX20782,BARNET,526930,189380,01 Pedal Cycle,4487,-0.16915614,51.58898688
4488,39848,0111SX20796,BARNET,524370,188010,01 Pedal Cycle,4488,-0.20657474,51.57724541
4489,39898,0111SX20824,BARNET,522660,187330,01 Pedal Cycle,4489,-0.23147616,51.57150856
4490,39976,0111SX20871,BARNET,524610,186260,01 Pedal Cycle,4490,-0.20373335,51.56146501
4491,39994,0111SX20882,BARNET,526320,193120,01 Pedal Cycle,4491,-0.17661046,51.62273448
4492,40028,0111SX20903,BARNET,522950,188570,01 Pedal Cycle,4492,-0.22685969,51.5825897
4493,40036,0111SX20907,BARNET,528430,190560,01 Pedal Cycle,4493,-0.14708426,51.5992516
4494,40052,0111SX20917,BARNET,526330,193220,01 Pedal Cycle,4494,-0.17643005,51.62363091
4495,40064,0111SX20924,BARNET,524220,187000,01 Pedal Cycle,4495,-0.20909539,51.5682015
4496,40120,0111SX20959,BARNET,527570,192190,01 Pedal Cycle,4496,-0.1589017,51.61409516
4497,40149,0111SX20976,BARNET,526460,191510,01 Pedal Cycle,4497,-0.17516951,51.60823453
4498,40169,0111SX20991,BARNET,522350,187950,01 Pedal Cycle,4498,-0.23573091,51.57714798
4499,40187,0111SX21001,BARNET,523880,189500,01 Pedal Cycle,4499,-0.21311625,51.59074411
4500,40191,0111SX21004,BARNET,520330,190180,01 Pedal Cycle,4500,-0.26410432,51.59762345
4501,40286,0111SX21062,BARNET,523990,188420,01 Pedal Cycle,4501,-0.21191075,51.58101384
4502,40291,0111SX21065,BARNET,526270,194590,01 Pedal Cycle,4502,-0.17680253,51.63595617
4503,40305,0111SX21076,BARNET,524700,196380,01 Pedal Cycle,4503,-0.19883942,51.65239262
4504,40306,0111SX21077,BARNET,523050,189830,01 Pedal Cycle,4504,-0.22497571,51.59389169
4505,40308,0111SX21078,BARNET,524950,188240,01 Pedal Cycle,4505,-0.19812748,51.57918415
4506,40320,0111SX21088,BARNET,526110,188490,01 Pedal Cycle,4506,-0.18130592,51.5811726
4507,40353,0111SX21109,BARNET,524690,187710,01 Pedal Cycle,4507,-0.20206579,51.57447859
4508,40399,0111SX21147,BARNET,520390,190110,01 Pedal Cycle,4508,-0.26326242,51.59698156
4509,40419,0111SX21168,BARNET,526140,189220,01 Pedal Cycle,4509,-0.18061111,51.58772633
4510,40449,0111TB00038,BARNET,526320,192630,01 Pedal Cycle,4510,-0.17678699,51.61833102
4511,40460,0111TB00112,BARNET,526440,193910,01 Pedal Cycle,4511,-0.17459287,51.62980705
4512,40462,0111TB00141,BARNET,524810,189390,01 Pedal Cycle,4512,-0.19973788,51.58955029
4513,40470,0111TB00339,BARNET,523490,191290,01 Pedal Cycle,4513,-0.21811399,51.6069164
4514,40476,0111TB00354,BARNET,526140,190680,01 Pedal Cycle,4514,-0.18008626,51.60084725
4515,40489,0111TB00442,BARNET,526190,191860,01 Pedal Cycle,4515,-0.17894065,51.61144045
4516,40494,0111TB00509,BARNET,526130,187490,01 Pedal Cycle,4516,-0.1813761,51.57218121
4517,40496,0111TB00515,BARNET,524860,188570,01 Pedal Cycle,4517,-0.19930826,51.58216983
4518,40508,0111TB00625,BARNET,526950,189380,01 Pedal Cycle,4518,-0.1688676,51.58898238
4519,40517,0111TB00739,BARNET,526800,187510,01 Pedal Cycle,4519,-0.17170619,51.57221074
4520,40519,0111TB00747,BARNET,526460,191410,01 Pedal Cycle,4520,-0.17520553,51.60733586
4521,40526,0111TB00844,BARNET,528530,192720,01 Pedal Cycle,4521,-0.14485002,51.61863984
4522,40530,0111TB00901,BARNET,524180,195400,01 Pedal Cycle,4522,-0.20669963,51.64370045
4523,40544,0111TB00994,BARNET,526330,192210,01 Pedal Cycle,4523,-0.17679387,51.61455439
4524,40554,0111TB01092,BARNET,520000,190610,01 Pedal Cycle,4524,-0.26871985,51.60155813
4525,40556,0111TB01093,BARNET,520050,193420,01 Pedal Cycle,4525,-0.2670379,51.62680152
4526,40562,0111TB01136,BARNET,526340,189640,01 Pedal Cycle,4526,-0.17757463,51.59145604
4527,40580,0111TB01297,BARNET,521160,190570,01 Pedal Cycle,4527,-0.25199238,51.600951
4528,40603,0111TB01463,BARNET,523340,189120,01 Pedal Cycle,4528,-0.22104069,51.58744746
4529,40607,0111TB01500,BARNET,525140,195880,01 Pedal Cycle,4529,-0.19266115,51.64780147
4530,40657,0111EO40772,HARINGEY,529880,187790,01 Pedal Cycle,4530,-0.12718446,51.57402677
4531,40662,0111TA00047,HARINGEY,533910,190960,01 Pedal Cycle,4531,-0.06785877,51.60157021
4532,40665,0111TA00107,HARINGEY,531800,188440,01 Pedal Cycle,4532,-0.09925157,51.57942241
4533,40673,0111TA00270,HARINGEY,531700,189070,01 Pedal Cycle,4533,-0.10045794,51.58510722
4534,40678,0111TA00327,HARINGEY,533580,188840,01 Pedal Cycle,4534,-0.07342668,51.58259785
4535,40681,0111TA00369,HARINGEY,531780,188640,01 Pedal Cycle,4535,-0.09946509,51.58122436
4536,40683,0111TA00790,HARINGEY,533940,191760,01 Pedal Cycle,4536,-0.06712059,51.60875201
4537,40685,0111TA01596,HARINGEY,530810,189370,01 Pedal Cycle,4537,-0.11318464,51.58801045
4538,40688,0111TB00352,HARINGEY,531560,189740,01 Pedal Cycle,4538,-0.10222669,51.5911608
4539,40689,0111TB00381,HARINGEY,531750,188810,01 Pedal Cycle,4539,-0.09983411,51.58275907
4540,40690,0111TB00381,HARINGEY,531750,188810,01 Pedal Cycle,4540,-0.09983411,51.58275907
4541,40692,0111TB00394,HARINGEY,528790,190370,01 Pedal Cycle,4541,-0.14195914,51.59746203
4542,40694,0111TB00506,HARINGEY,530260,190980,01 Pedal Cycle,4542,-0.12052213,51.60260606
4543,40696,0111TB00517,HARINGEY,531320,188810,01 Pedal Cycle,4543,-0.10603656,51.58285943
4544,40698,0111TB00607,HARINGEY,531780,188580,01 Pedal Cycle,4544,-0.09948758,51.58068518
4545,40700,0111TB00630,HARINGEY,530860,190780,01 Pedal Cycle,4545,-0.11193827,51.60066971
4546,40702,0111TB00666,HARINGEY,528520,188140,01 Pedal Cycle,4546,-0.1466706,51.5774834
4547,40704,0111TB00725,HARINGEY,530790,190330,01 Pedal Cycle,4547,-0.1131159,51.59664208
4548,40706,0111TB00757,HARINGEY,531960,190540,01 Pedal Cycle,4548,-0.09615552,51.59825634
4549,40707,0111TB00822,HARINGEY,531830,188300,01 Pedal Cycle,4549,-0.09887136,51.5781573
4550,40711,0111TB00859,HARINGEY,531200,189980,01 Pedal Cycle,4550,-0.1073308,51.5934015
4551,40713,0111TB00871,HARINGEY,529480,189260,01 Pedal Cycle,4551,-0.13241191,51.58732895
4552,40719,0111TB00916,HARINGEY,532940,188290,01 Pedal Cycle,4552,-0.08286595,51.57780671
4553,40724,0111TB00931,HARINGEY,530920,190080,01 Pedal Cycle,4553,-0.11133331,51.59436528
4554,40734,0111TB01153,HARINGEY,531250,187350,01 Pedal Cycle,4554,-0.10759099,51.56975553
4555,40740,0111TB01222,HARINGEY,533500,189000,01 Pedal Cycle,4555,-0.07451986,51.58405461
4556,40746,0111TB01288,HARINGEY,531320,189570,01 Pedal Cycle,4556,-0.10575268,51.58968912
4557,40747,0111TB01326,HARINGEY,530830,190940,01 Pedal Cycle,4557,-0.11231156,51.60211451
4558,40772,0111TB01685,HARINGEY,533890,190440,01 Pedal Cycle,4558,-0.06834567,51.59690218
4559,40812,0111YR90019,HARINGEY,528470,188210,01 Pedal Cycle,4559,-0.14736619,51.57812385
4560,40992,0111YR90164,HARINGEY,531200,187980,01 Pedal Cycle,4560,-0.1080771,51.57542864
4561,40997,0111YR90167,HARINGEY,530450,188770,01 Pedal Cycle,4561,-0.11860063,51.582702
4562,41066,0111YR90225,HARINGEY,529800,188770,01 Pedal Cycle,4562,-0.12797652,51.58285199
4563,41069,0111YR90226,HARINGEY,530830,187550,01 Pedal Cycle,4563,-0.11357314,51.57165044
4564,41071,0111YR90227,HARINGEY,532280,191270,01 Pedal Cycle,4564,-0.09126322,51.60474127
