,Accident Ref.,Borough,Easting,Northing,Vehicle Type
29880,0110VK30226,KINGSTON-UPON-THAMES,521450,167960,01 Pedal Cycle
29881,0110VK30228,KINGSTON-UPON-THAMES,518270,169560,01 Pedal Cycle
29882,0110VK30228,KINGSTON-UPON-THAMES,518270,169560,01 Pedal Cycle
29890,0110VK30233,KINGSTON-UPON-THAMES,518230,169870,01 Pedal Cycle
29893,0110VK30235,KINGSTON-UPON-THAMES,517870,164040,01 Pedal Cycle
29894,0110VK30237,KINGSTON-UPON-THAMES,519250,170390,01 Pedal Cycle
29899,0110VK30241,KINGSTON-UPON-THAMES,521440,168130,01 Pedal Cycle
29901,0110VK30245,KINGSTON-UPON-THAMES,518130,169640,01 Pedal Cycle
29903,0110VK30246,KINGSTON-UPON-THAMES,519760,165790,01 Pedal Cycle
29905,0110VK30247,KINGSTON-UPON-THAMES,519580,166070,01 Pedal Cycle
29906,0110VK30248,KINGSTON-UPON-THAMES,521495,167790,01 Pedal Cycle
29915,0110VK30253,KINGSTON-UPON-THAMES,520470,169770,01 Pedal Cycle
29917,0110VK30254,KINGSTON-UPON-THAMES,521980,168140,01 Pedal Cycle
29919,0110VK30255,KINGSTON-UPON-THAMES,521495,167790,01 Pedal Cycle
29935,0110VK30263,KINGSTON-UPON-THAMES,517550,164050,01 Pedal Cycle
29939,0110VK30266,KINGSTON-UPON-THAMES,520860,167210,01 Pedal Cycle
29961,0110VK30276,KINGSTON-UPON-THAMES,521550,167650,01 Pedal Cycle
29965,0110VK30279,KINGSTON-UPON-THAMES,517770,168220,01 Pedal Cycle
29975,0110VK30284,KINGSTON-UPON-THAMES,519020,169500,01 Pedal Cycle
29980,0110VK30287,KINGSTON-UPON-THAMES,517810,163830,01 Pedal Cycle
29984,0110VK30289,KINGSTON-UPON-THAMES,520450,168420,01 Pedal Cycle
29992,0110VK30294,KINGSTON-UPON-THAMES,518740,168880,01 Pedal Cycle
29996,0110VK30297,KINGSTON-UPON-THAMES,520770,168270,01 Pedal Cycle
30007,0110VK30304,KINGSTON-UPON-THAMES,519230,163960,01 Pedal Cycle
30058,0110VK30334,KINGSTON-UPON-THAMES,521280,167790,01 Pedal Cycle
30077,0110VK30347,KINGSTON-UPON-THAMES,519340,169110,01 Pedal Cycle
30080,0110VK30350,KINGSTON-UPON-THAMES,521430,168040,01 Pedal Cycle
30093,0110VK30358,KINGSTON-UPON-THAMES,517740,167150,01 Pedal Cycle
30104,0110VK30371,KINGSTON-UPON-THAMES,518210,169480,01 Pedal Cycle
30108,0110VK30373,KINGSTON-UPON-THAMES,520010,168620,01 Pedal Cycle
30124,0110VK30387,KINGSTON-UPON-THAMES,521560,167640,01 Pedal Cycle
30131,0110VK30391,KINGSTON-UPON-THAMES,521580,167640,01 Pedal Cycle
30140,0110VK30397,KINGSTON-UPON-THAMES,521040,168160,01 Pedal Cycle
30161,0110VW40202,KINGSTON-UPON-THAMES,521830,169870,01 Pedal Cycle
30172,0110TA00134,RICHMOND-UPON-THAMES,516430,168890,01 Pedal Cycle
30178,0110TA00208,RICHMOND-UPON-THAMES,514660,174040,01 Pedal Cycle
30192,0110TB00275,RICHMOND-UPON-THAMES,521820,176380,01 Pedal Cycle
30194,0110TB00389,RICHMOND-UPON-THAMES,516220,173430,01 Pedal Cycle
30198,0110TE00018,RICHMOND-UPON-THAMES,516020,168810,01 Pedal Cycle
30210,0110TW60010,RICHMOND-UPON-THAMES,519230,175690,01 Pedal Cycle
30214,0110TW60013,RICHMOND-UPON-THAMES,521980,177650,01 Pedal Cycle
30227,0110TW60024,RICHMOND-UPON-THAMES,516210,173440,01 Pedal Cycle
30238,0110TW60033,RICHMOND-UPON-THAMES,521120,175450,01 Pedal Cycle
30239,0110TW60033,RICHMOND-UPON-THAMES,521120,175450,01 Pedal Cycle
30243,0110TW60036,RICHMOND-UPON-THAMES,520710,175430,01 Pedal Cycle
30247,0110TW60038,RICHMOND-UPON-THAMES,522510,176010,01 Pedal Cycle
30259,0110TW60046,RICHMOND-UPON-THAMES,520490,175390,01 Pedal Cycle
30261,0110TW60048,RICHMOND-UPON-THAMES,518800,171720,01 Pedal Cycle
30278,0110TW60061,RICHMOND-UPON-THAMES,517390,174230,01 Pedal Cycle
30284,0110TW60064,RICHMOND-UPON-THAMES,516160,173110,01 Pedal Cycle
30293,0110TW60069,RICHMOND-UPON-THAMES,518220,174170,01 Pedal Cycle
30297,0110TW60071,RICHMOND-UPON-THAMES,521240,176060,01 Pedal Cycle
30306,0110TW60075,RICHMOND-UPON-THAMES,520030,175320,01 Pedal Cycle
30314,0110TW60079,RICHMOND-UPON-THAMES,521320,175460,01 Pedal Cycle
30315,0110TW60079,RICHMOND-UPON-THAMES,521320,175460,01 Pedal Cycle
30317,0110TW60080,RICHMOND-UPON-THAMES,517550,174350,01 Pedal Cycle
30331,0110TW60092,RICHMOND-UPON-THAMES,521430,176280,01 Pedal Cycle
30340,0110TW60096,RICHMOND-UPON-THAMES,515920,171070,01 Pedal Cycle
30344,0110TW60099,RICHMOND-UPON-THAMES,517510,172080,01 Pedal Cycle
30348,0110TW60101,RICHMOND-UPON-THAMES,513980,174300,01 Pedal Cycle
30355,0110TW60105,RICHMOND-UPON-THAMES,516110,173150,01 Pedal Cycle
30363,0110TW60110,RICHMOND-UPON-THAMES,522570,175430,01 Pedal Cycle
30368,0110TW60114,RICHMOND-UPON-THAMES,518220,174170,01 Pedal Cycle
30374,0110TW60118,RICHMOND-UPON-THAMES,520680,175420,01 Pedal Cycle
30375,0110TW60119,RICHMOND-UPON-THAMES,519240,170510,01 Pedal Cycle
30378,0110TW60120,RICHMOND-UPON-THAMES,516790,170100,01 Pedal Cycle
30379,0110TW60121,RICHMOND-UPON-THAMES,519010,175040,01 Pedal Cycle
30382,0110TW60122,RICHMOND-UPON-THAMES,521350,175470,01 Pedal Cycle
30387,0110TW60127,RICHMOND-UPON-THAMES,513080,171330,01 Pedal Cycle
30391,0110TW60129,RICHMOND-UPON-THAMES,521180,175460,01 Pedal Cycle
30394,0110TW60132,RICHMOND-UPON-THAMES,521660,176680,01 Pedal Cycle
30402,0110TW60137,RICHMOND-UPON-THAMES,520830,175970,01 Pedal Cycle
30407,0110TW60139,RICHMOND-UPON-THAMES,515750,168810,01 Pedal Cycle
30411,0110TW60142,RICHMOND-UPON-THAMES,517980,175360,01 Pedal Cycle
30426,0110TW60151,RICHMOND-UPON-THAMES,520500,175390,01 Pedal Cycle
30432,0110TW60156,RICHMOND-UPON-THAMES,519240,170450,01 Pedal Cycle
30434,0110TW60157,RICHMOND-UPON-THAMES,521230,172280,01 Pedal Cycle
30437,0110TW60159,RICHMOND-UPON-THAMES,517980,175210,01 Pedal Cycle
30439,0110TW60160,RICHMOND-UPON-THAMES,521550,176450,01 Pedal Cycle
30441,0110TW60161,RICHMOND-UPON-THAMES,516630,171270,01 Pedal Cycle
30442,0110TW60163,RICHMOND-UPON-THAMES,514670,171880,01 Pedal Cycle
30443,0110TW60164,RICHMOND-UPON-THAMES,515970,172520,01 Pedal Cycle
30445,0110TW60165,RICHMOND-UPON-THAMES,517940,174430,01 Pedal Cycle
30450,0110TW60169,RICHMOND-UPON-THAMES,518240,175410,01 Pedal Cycle
30460,0110TW60173,RICHMOND-UPON-THAMES,517810,174830,01 Pedal Cycle
30469,0110TW60181,RICHMOND-UPON-THAMES,521250,176110,01 Pedal Cycle
30475,0110TW60184,RICHMOND-UPON-THAMES,515930,171060,01 Pedal Cycle
30478,0110TW60185,RICHMOND-UPON-THAMES,516570,175260,01 Pedal Cycle
30488,0110TW60193,RICHMOND-UPON-THAMES,516720,174390,01 Pedal Cycle
30490,0110TW60194,RICHMOND-UPON-THAMES,517630,170060,01 Pedal Cycle
30491,0110TW60195,RICHMOND-UPON-THAMES,521340,175880,01 Pedal Cycle
30502,0110TW60201,RICHMOND-UPON-THAMES,522020,176050,01 Pedal Cycle
30505,0110TW60204,RICHMOND-UPON-THAMES,516600,171330,01 Pedal Cycle
30508,0110TW60205,RICHMOND-UPON-THAMES,515920,171070,01 Pedal Cycle
30511,0110TW60207,RICHMOND-UPON-THAMES,520860,175450,01 Pedal Cycle
30513,0110TW60208,RICHMOND-UPON-THAMES,517970,174950,01 Pedal Cycle
30516,0110TW60211,RICHMOND-UPON-THAMES,517500,172080,01 Pedal Cycle
30528,0110TW60219,RICHMOND-UPON-THAMES,522410,177840,01 Pedal Cycle
30533,0110TW60224,RICHMOND-UPON-THAMES,516220,173430,01 Pedal Cycle
30539,0110TW60228,RICHMOND-UPON-THAMES,514150,169450,01 Pedal Cycle
30543,0110TW60231,RICHMOND-UPON-THAMES,519910,171190,01 Pedal Cycle
30544,0110TW60232,RICHMOND-UPON-THAMES,519170,171830,01 Pedal Cycle
30545,0110TW60232,RICHMOND-UPON-THAMES,519170,171830,01 Pedal Cycle
30546,0110TW60233,RICHMOND-UPON-THAMES,518460,173740,01 Pedal Cycle
30548,0110TW60235,RICHMOND-UPON-THAMES,516300,171140,01 Pedal Cycle
30549,0110TW60237,RICHMOND-UPON-THAMES,516270,173270,01 Pedal Cycle
30554,0110TW60239,RICHMOND-UPON-THAMES,514160,169450,01 Pedal Cycle
30559,0110TW60241,RICHMOND-UPON-THAMES,519250,170580,01 Pedal Cycle
30563,0110TW60244,RICHMOND-UPON-THAMES,515720,173120,01 Pedal Cycle
30569,0110TW60247,RICHMOND-UPON-THAMES,517700,174500,01 Pedal Cycle
30576,0110TW60254,RICHMOND-UPON-THAMES,518360,175550,01 Pedal Cycle
30580,0110TW60257,RICHMOND-UPON-THAMES,518370,173410,01 Pedal Cycle
30581,0110TW60258,RICHMOND-UPON-THAMES,518210,173870,01 Pedal Cycle
30585,0110TW60260,RICHMOND-UPON-THAMES,517900,174910,01 Pedal Cycle
30617,0110TW60281,RICHMOND-UPON-THAMES,518610,175970,01 Pedal Cycle
30619,0110TW60282,RICHMOND-UPON-THAMES,515890,173840,01 Pedal Cycle
30622,0110TW60283,RICHMOND-UPON-THAMES,514340,171280,01 Pedal Cycle
30633,0110TW60291,RICHMOND-UPON-THAMES,518010,175350,01 Pedal Cycle
30637,0110TW60293,RICHMOND-UPON-THAMES,520030,175320,01 Pedal Cycle
30638,0110TW60294,RICHMOND-UPON-THAMES,520340,175340,01 Pedal Cycle
30645,0110TW60298,RICHMOND-UPON-THAMES,518240,175360,01 Pedal Cycle
30646,0110TW60299,RICHMOND-UPON-THAMES,515520,174220,01 Pedal Cycle
30655,0110TW60305,RICHMOND-UPON-THAMES,520750,175970,01 Pedal Cycle
30664,0110TW60309,RICHMOND-UPON-THAMES,515930,171060,01 Pedal Cycle
30668,0110TW60311,RICHMOND-UPON-THAMES,515920,173120,01 Pedal Cycle
30681,0110TW60318,RICHMOND-UPON-THAMES,515760,173130,01 Pedal Cycle
30683,0110TW60320,RICHMOND-UPON-THAMES,517410,169770,01 Pedal Cycle
30692,0110TW60328,RICHMOND-UPON-THAMES,513980,172410,01 Pedal Cycle
30694,0110TW60331,RICHMOND-UPON-THAMES,518220,174170,01 Pedal Cycle
30696,0110TW60333,RICHMOND-UPON-THAMES,516610,171300,01 Pedal Cycle
30698,0110TW60335,RICHMOND-UPON-THAMES,517800,174600,01 Pedal Cycle
30712,0110TW60343,RICHMOND-UPON-THAMES,516040,173700,01 Pedal Cycle
30716,0110TW60345,RICHMOND-UPON-THAMES,514150,173800,01 Pedal Cycle
30717,0110TW60347,RICHMOND-UPON-THAMES,516300,173270,01 Pedal Cycle
30731,0110TW60354,RICHMOND-UPON-THAMES,514780,172190,01 Pedal Cycle
30749,0110TW60364,RICHMOND-UPON-THAMES,519050,175710,01 Pedal Cycle
30752,0110TW60365,RICHMOND-UPON-THAMES,514340,169390,01 Pedal Cycle
30761,0110TW60371,RICHMOND-UPON-THAMES,513700,172960,01 Pedal Cycle
30768,0110TW60376,RICHMOND-UPON-THAMES,519400,175220,01 Pedal Cycle
30777,0110TW60382,RICHMOND-UPON-THAMES,517810,174610,01 Pedal Cycle
30789,0110TW60388,RICHMOND-UPON-THAMES,516560,175020,01 Pedal Cycle
30799,0110TW60395,RICHMOND-UPON-THAMES,516190,173180,01 Pedal Cycle
30800,0110TW60397,RICHMOND-UPON-THAMES,517510,171710,01 Pedal Cycle
30833,0110TW60421,RICHMOND-UPON-THAMES,516170,173530,01 Pedal Cycle
30836,0110TW60422,RICHMOND-UPON-THAMES,519830,175890,01 Pedal Cycle
30839,0110TW60426,RICHMOND-UPON-THAMES,515760,173130,01 Pedal Cycle
30854,0110TW69081,RICHMOND-UPON-THAMES,514320,170910,01 Pedal Cycle
30873,0110WW50231,RICHMOND-UPON-THAMES,522250,175470,01 Pedal Cycle
30876,0110WW50274,RICHMOND-UPON-THAMES,522080,175490,01 Pedal Cycle
30880,0110WW50499,RICHMOND-UPON-THAMES,522450,175440,01 Pedal Cycle
30881,0110WW50607,RICHMOND-UPON-THAMES,521760,175450,01 Pedal Cycle
30890,0110FH10587,HOUNSLOW,521690,179050,01 Pedal Cycle
30921,0110TA00364,HOUNSLOW,514790,174900,01 Pedal Cycle
30943,0110TB00447,HOUNSLOW,514170,175820,01 Pedal Cycle
30962,0110TW60203,HOUNSLOW,513840,175110,01 Pedal Cycle
31003,0110TX20034,HOUNSLOW,521260,178530,01 Pedal Cycle
31031,0110TX20052,HOUNSLOW,516470,175720,01 Pedal Cycle
31044,0110TX20059,HOUNSLOW,515150,176380,01 Pedal Cycle
31077,0110TX20079,HOUNSLOW,520480,178360,01 Pedal Cycle
31118,0110TX20108,HOUNSLOW,510640,175850,01 Pedal Cycle
31135,0110TX20120,HOUNSLOW,511210,176120,01 Pedal Cycle
31142,0110TX20124,HOUNSLOW,520620,178490,01 Pedal Cycle
31153,0110TX20133,HOUNSLOW,517860,177480,01 Pedal Cycle
31155,0110TX20134,HOUNSLOW,511190,171370,01 Pedal Cycle
31189,0110TX20155,HOUNSLOW,520830,178480,01 Pedal Cycle
31196,0110TX20160,HOUNSLOW,521090,178510,01 Pedal Cycle
31205,0110TX20165,HOUNSLOW,520560,178490,01 Pedal Cycle
31213,0110TX20171,HOUNSLOW,515620,176450,01 Pedal Cycle
31216,0110TX20173,HOUNSLOW,516850,177720,01 Pedal Cycle
31225,0110TX20180,HOUNSLOW,513020,174850,01 Pedal Cycle
31239,0110TX20192,HOUNSLOW,513660,176820,01 Pedal Cycle
31259,0110TX20201,HOUNSLOW,512530,177450,01 Pedal Cycle
31269,0110TX20207,HOUNSLOW,510990,172700,01 Pedal Cycle
31272,0110TX20209,HOUNSLOW,510230,172460,01 Pedal Cycle
31286,0110TX20220,HOUNSLOW,516480,177170,01 Pedal Cycle
31290,0110TX20222,HOUNSLOW,509650,174060,01 Pedal Cycle
31291,0110TX20223,HOUNSLOW,520240,177480,01 Pedal Cycle
31292,0110TX20223,HOUNSLOW,520240,177480,01 Pedal Cycle
31306,0110TX20231,HOUNSLOW,510900,176600,01 Pedal Cycle
31311,0110TX20235,HOUNSLOW,508980,174430,01 Pedal Cycle
31336,0110TX20251,HOUNSLOW,511020,174490,01 Pedal Cycle
31364,0110TX20267,HOUNSLOW,508850,173600,01 Pedal Cycle
31373,0110TX20275,HOUNSLOW,521260,178530,01 Pedal Cycle
31385,0110TX20282,HOUNSLOW,521410,178550,01 Pedal Cycle
31413,0110TX20305,HOUNSLOW,516400,177400,01 Pedal Cycle
31415,0110TX20306,HOUNSLOW,513856,174830,01 Pedal Cycle
31421,0110TX20313,HOUNSLOW,518990,178010,01 Pedal Cycle
31429,0110TX20316,HOUNSLOW,517990,178290,01 Pedal Cycle
31433,0110TX20318,HOUNSLOW,520790,178490,01 Pedal Cycle
31439,0110TX20321,HOUNSLOW,517530,178050,01 Pedal Cycle
31452,0110TX20328,HOUNSLOW,513010,175700,01 Pedal Cycle
31454,0110TX20329,HOUNSLOW,517510,177350,01 Pedal Cycle
31464,0110TX20337,HOUNSLOW,510560,173230,01 Pedal Cycle
31470,0110TX20341,HOUNSLOW,511440,176410,01 Pedal Cycle
31483,0110TX20350,HOUNSLOW,510220,172440,01 Pedal Cycle
31486,0110TX20352,HOUNSLOW,512490,177270,01 Pedal Cycle
31489,0110TX20353,HOUNSLOW,512730,172120,01 Pedal Cycle
31509,0110TX20367,HOUNSLOW,520280,178330,01 Pedal Cycle
31510,0110TX20367,HOUNSLOW,520280,178330,01 Pedal Cycle
31524,0110TX20375,HOUNSLOW,514500,175960,01 Pedal Cycle
31552,0110TX20391,HOUNSLOW,513550,175100,01 Pedal Cycle
31556,0110TX20395,HOUNSLOW,513560,177070,01 Pedal Cycle
31560,0110TX20397,HOUNSLOW,520370,178600,01 Pedal Cycle
31564,0110TX20399,HOUNSLOW,513510,175620,01 Pedal Cycle
31565,0110TX20400,HOUNSLOW,520480,178360,01 Pedal Cycle
31612,0110TX20428,HOUNSLOW,515240,178710,01 Pedal Cycle
31618,0110TX20432,HOUNSLOW,515160,176380,01 Pedal Cycle
31622,0110TX20434,HOUNSLOW,518300,177750,01 Pedal Cycle
31627,0110TX20439,HOUNSLOW,515230,176400,01 Pedal Cycle
31639,0110TX20446,HOUNSLOW,516730,178570,01 Pedal Cycle
31644,0110TX20450,HOUNSLOW,516250,175280,01 Pedal Cycle
31651,0110TX20453,HOUNSLOW,520280,178330,01 Pedal Cycle
31660,0110TX20459,HOUNSLOW,510500,172870,01 Pedal Cycle
31673,0110TX20465,HOUNSLOW,516080,175610,01 Pedal Cycle
31688,0110TX20472,HOUNSLOW,512450,176400,01 Pedal Cycle
31695,0110TX20475,HOUNSLOW,518160,177710,01 Pedal Cycle
31710,0110TX20484,HOUNSLOW,518170,177940,01 Pedal Cycle
31763,0110TX20517,HOUNSLOW,520890,178490,01 Pedal Cycle
31778,0110TX20528,HOUNSLOW,515630,177150,01 Pedal Cycle
31787,0110TX20533,HOUNSLOW,518010,178040,01 Pedal Cycle
31798,0110TX20540,HOUNSLOW,512740,175270,01 Pedal Cycle
31819,0110TX20552,HOUNSLOW,521090,178510,01 Pedal Cycle
31821,0110TX20553,HOUNSLOW,521130,178520,01 Pedal Cycle
31822,0110TX20554,HOUNSLOW,519000,178020,01 Pedal Cycle
31833,0110TX20561,HOUNSLOW,520370,178600,01 Pedal Cycle
31848,0110TX20571,HOUNSLOW,517120,177200,01 Pedal Cycle
31850,0110TX20572,HOUNSLOW,513110,176710,01 Pedal Cycle
31871,0110TX20584,HOUNSLOW,512540,175200,01 Pedal Cycle
31873,0110TX20585,HOUNSLOW,511640,177380,01 Pedal Cycle
31902,0110TX20604,HOUNSLOW,519620,178420,01 Pedal Cycle
31907,0110TX20607,HOUNSLOW,520480,178360,01 Pedal Cycle
31912,0110TX20609,HOUNSLOW,517810,178290,01 Pedal Cycle
31928,0110TX20622,HOUNSLOW,512380,176530,01 Pedal Cycle
31933,0110TX20624,HOUNSLOW,516760,176970,01 Pedal Cycle
31956,0110TX20637,HOUNSLOW,510650,173220,01 Pedal Cycle
31957,0110TX20637,HOUNSLOW,510650,173220,01 Pedal Cycle
31960,0110TX20641,HOUNSLOW,516420,177230,01 Pedal Cycle
31970,0110TX20646,HOUNSLOW,517790,178290,01 Pedal Cycle
31975,0110TX20650,HOUNSLOW,512750,172070,01 Pedal Cycle
31979,0110TX20652,HOUNSLOW,512940,176430,01 Pedal Cycle
31982,0110TX20653,HOUNSLOW,510810,172080,01 Pedal Cycle
31984,0110TX20654,HOUNSLOW,510020,172320,01 Pedal Cycle
32012,0110TX20673,HOUNSLOW,514440,175930,01 Pedal Cycle
32014,0110TX20675,HOUNSLOW,515600,176450,01 Pedal Cycle
32034,0110TX20687,HOUNSLOW,520890,178480,01 Pedal Cycle
32036,0110TX20689,HOUNSLOW,520400,178510,01 Pedal Cycle
32045,0110TX20692,HOUNSLOW,521760,178610,01 Pedal Cycle
32072,0110TX20708,HOUNSLOW,520900,178490,01 Pedal Cycle
32088,0110TX20720,HOUNSLOW,520450,178040,01 Pedal Cycle
32091,0110TX20722,HOUNSLOW,513290,175470,01 Pedal Cycle
32116,0110TX20740,HOUNSLOW,512740,172120,01 Pedal Cycle
32129,0110TX20748,HOUNSLOW,515060,176300,01 Pedal Cycle
32136,0110TX20755,HOUNSLOW,510560,173230,01 Pedal Cycle
32152,0110TX20766,HOUNSLOW,516300,177600,01 Pedal Cycle
32161,0110TX20770,HOUNSLOW,509450,173860,01 Pedal Cycle
32169,0110TX20775,HOUNSLOW,512660,175870,01 Pedal Cycle
32177,0110TX20780,HOUNSLOW,512840,175300,01 Pedal Cycle
32198,0110TX20792,HOUNSLOW,517900,178280,01 Pedal Cycle
32209,0110TX20798,HOUNSLOW,514190,175800,01 Pedal Cycle
32231,0110TX20811,HOUNSLOW,510660,173240,01 Pedal Cycle
32258,0110TX20825,HOUNSLOW,513840,174950,01 Pedal Cycle
32264,0110TX20828,HOUNSLOW,515150,176380,01 Pedal Cycle
32325,0110TX20871,HOUNSLOW,517380,178040,01 Pedal Cycle
32331,0110XD80091,HOUNSLOW,513120,178120,01 Pedal Cycle
32355,0110QA10036,HILLINGDON,512510,185350,01 Pedal Cycle
32383,0110TB00050,HILLINGDON,511290,182600,01 Pedal Cycle
32419,0110TB00533,HILLINGDON,507870,192000,01 Pedal Cycle
32478,0110XH30007,HILLINGDON,510600,188630,01 Pedal Cycle
32484,0110XH30011,HILLINGDON,507890,180310,01 Pedal Cycle
32617,0110XH30103,HILLINGDON,505650,184020,01 Pedal Cycle
32628,0110XH30109,HILLINGDON,511080,187680,01 Pedal Cycle
32630,0110XH30110,HILLINGDON,509820,181490,01 Pedal Cycle
32646,0110XH30123,HILLINGDON,511850,185480,01 Pedal Cycle
32662,0110XH30132,HILLINGDON,510380,181370,01 Pedal Cycle
32720,0110XH30172,HILLINGDON,510740,181070,01 Pedal Cycle
32728,0110XH30178,HILLINGDON,507840,182900,01 Pedal Cycle
32746,0110XH30188,HILLINGDON,510520,181110,01 Pedal Cycle
32754,0110XH30193,HILLINGDON,508410,176930,01 Pedal Cycle
32761,0110XH30199,HILLINGDON,505350,183090,01 Pedal Cycle
32776,0110XH30210,HILLINGDON,507390,186280,01 Pedal Cycle
32793,0110XH30220,HILLINGDON,511680,181930,01 Pedal Cycle
32812,0110XH30235,HILLINGDON,505380,190500,01 Pedal Cycle
32818,0110XH30238,HILLINGDON,506060,178380,01 Pedal Cycle
32834,0110XH30249,HILLINGDON,504730,174870,01 Pedal Cycle
32836,0110XH30250,HILLINGDON,505360,182980,01 Pedal Cycle
32844,0110XH30257,HILLINGDON,510650,190840,01 Pedal Cycle
32852,0110XH30262,HILLINGDON,505990,180050,01 Pedal Cycle
32854,0110XH30264,HILLINGDON,505360,182810,01 Pedal Cycle
32892,0110XH30284,HILLINGDON,506530,181510,01 Pedal Cycle
32900,0110XH30290,HILLINGDON,509750,179540,01 Pedal Cycle
32946,0110XH30320,HILLINGDON,511200,182370,01 Pedal Cycle
32980,0110XH30342,HILLINGDON,509150,181740,01 Pedal Cycle
33003,0110XH30358,HILLINGDON,510690,181190,01 Pedal Cycle
33022,0110XH30368,HILLINGDON,509810,187770,01 Pedal Cycle
33037,0110XH30377,HILLINGDON,511660,180620,01 Pedal Cycle
33040,0110XH30380,HILLINGDON,506166,185561,01 Pedal Cycle
33048,0110XH30384,HILLINGDON,510950,182190,01 Pedal Cycle
33072,0110XH30397,HILLINGDON,511720,186790,01 Pedal Cycle
33086,0110XH30405,HILLINGDON,505530,183890,01 Pedal Cycle
33104,0110XH30417,HILLINGDON,506230,179770,01 Pedal Cycle
33137,0110XH30441,HILLINGDON,509650,179120,01 Pedal Cycle
33145,0110XH30446,HILLINGDON,510050,187770,01 Pedal Cycle
33157,0110XH30452,HILLINGDON,508620,191370,01 Pedal Cycle
33170,0110XH30460,HILLINGDON,505740,184650,01 Pedal Cycle
33178,0110XH30466,HILLINGDON,505280,190560,01 Pedal Cycle
33185,0110XH30471,HILLINGDON,509780,181520,01 Pedal Cycle
33192,0110XH30477,HILLINGDON,511680,181930,01 Pedal Cycle
33202,0110XH30487,HILLINGDON,505280,184690,01 Pedal Cycle
33237,0110XH30508,HILLINGDON,510930,188180,01 Pedal Cycle
33242,0110XH30511,HILLINGDON,509290,178780,01 Pedal Cycle
33246,0110XH30516,HILLINGDON,511050,184500,01 Pedal Cycle
33247,0110XH30517,HILLINGDON,505250,184320,01 Pedal Cycle
33277,0110XH30537,HILLINGDON,508990,179690,01 Pedal Cycle
33286,0110XH30543,HILLINGDON,510620,180240,01 Pedal Cycle
33292,0110XH30548,HILLINGDON,505990,180030,01 Pedal Cycle
33317,0110XH30562,HILLINGDON,506730,182050,01 Pedal Cycle
33329,0110XH30568,HILLINGDON,507990,191930,01 Pedal Cycle
33359,0110XH30587,HILLINGDON,511320,182420,01 Pedal Cycle
33373,0110XH30596,HILLINGDON,511110,185380,01 Pedal Cycle
33375,0110XH30597,HILLINGDON,509950,179930,01 Pedal Cycle
33393,0110XH30609,HILLINGDON,508690,179340,01 Pedal Cycle
33404,0110XH30617,HILLINGDON,507140,182830,01 Pedal Cycle
33425,0110XH30629,HILLINGDON,510130,188850,01 Pedal Cycle
33454,0110XH30648,HILLINGDON,509410,187140,01 Pedal Cycle
33460,0110XH30651,HILLINGDON,510730,179770,01 Pedal Cycle
33484,0110XH30665,HILLINGDON,507560,183680,01 Pedal Cycle
33493,0110XH30674,HILLINGDON,507690,178710,01 Pedal Cycle
33504,0110XH30681,HILLINGDON,511030,187970,01 Pedal Cycle
33514,0110XH30688,HILLINGDON,507820,185820,01 Pedal Cycle
33534,0110XH30698,HILLINGDON,505770,182360,01 Pedal Cycle
33545,0110XH30706,HILLINGDON,508600,187000,01 Pedal Cycle
33574,0110XH30721,HILLINGDON,507160,181620,01 Pedal Cycle
33645,0110XH30767,HILLINGDON,509800,181000,01 Pedal Cycle
33686,0110XH30797,HILLINGDON,510210,181260,01 Pedal Cycle
33688,0110XH30798,HILLINGDON,505360,182970,01 Pedal Cycle
33695,0110XH30802,HILLINGDON,509260,178720,01 Pedal Cycle
33710,0110XH30811,HILLINGDON,510940,188060,01 Pedal Cycle
33715,0110XH30816,HILLINGDON,505770,183120,01 Pedal Cycle
33733,0110XH30826,HILLINGDON,511300,185510,01 Pedal Cycle
33751,0110XH30834,HILLINGDON,511270,180850,01 Pedal Cycle
33759,0110XH30839,HILLINGDON,506900,182950,01 Pedal Cycle
33833,0110XH30889,HILLINGDON,507170,181340,01 Pedal Cycle
33857,0110XH30907,HILLINGDON,508620,186960,01 Pedal Cycle
33862,0110XH30914,HILLINGDON,510090,188380,01 Pedal Cycle
33888,0110FH10674,EALING,521600,180890,01 Pedal Cycle
33892,0110QK50249,EALING,520220,182630,01 Pedal Cycle
33901,0110TB00039,EALING,515780,180820,01 Pedal Cycle
33938,0110TB00364,EALING,514280,182280,01 Pedal Cycle
33940,0110TB00378,EALING,516400,181810,01 Pedal Cycle
33953,0110TB00657,EALING,513030,180900,01 Pedal Cycle
33962,0110TX20210,EALING,518970,179540,01 Pedal Cycle
34042,0110XD80061,EALING,519970,180160,01 Pedal Cycle
34065,0110XD80075,EALING,520810,180040,01 Pedal Cycle
34074,0110XD80079,EALING,520940,181090,01 Pedal Cycle
34107,0110XD80108,EALING,520290,180060,01 Pedal Cycle
34139,0110XD80132,EALING,512190,179080,01 Pedal Cycle
34160,0110XD80145,EALING,518150,180790,01 Pedal Cycle
34217,0110XD80183,EALING,517710,179070,01 Pedal Cycle
34274,0110XD80219,EALING,516430,181590,01 Pedal Cycle
34313,0110XD80246,EALING,516060,185100,01 Pedal Cycle
34324,0110XD80253,EALING,518630,180660,01 Pedal Cycle
34331,0110XD80256,EALING,514510,182580,01 Pedal Cycle
34336,0110XD80259,EALING,521740,180090,01 Pedal Cycle
