,Y,X
0,-0.10469532,51.51098673
1,-0.10483933,51.51098905
2,-0.10393042,51.51205351
3,-0.08153157,51.51348772
4,-0.09075301,51.51354834
5,-0.10439037,51.51416525
6,-0.10364611,51.51195898
7,-0.08683329,51.51078663
8,-0.09300728,51.51133684
9,-0.08001191,51.51535129
10,-0.10397521,51.51097509
11,-0.10060487,51.51577668
12,-0.10480052,51.51539489
13,-0.08357497,51.51630889
14,-0.10434757,51.51241995
15,-0.07528539,51.51122704
16,-0.10513561,51.51773842
17,-0.09126025,51.51175805
18,-0.08872261,51.5172922
19,-0.10205813,51.51202323
20,-0.07527024,51.51158649
21,-0.10472962,51.51710237
22,-0.08734818,51.50881663
23,-0.09131662,51.51041005
24,-0.08272851,51.50901096
25,-0.0898362,51.51479239
26,-0.08917625,51.5133428
27,-0.08581763,51.51094991
28,-0.10513934,51.51764855
29,-0.1043177,51.51313889
30,-0.09260151,51.51070074
31,-0.07932926,51.51102361
32,-0.10205813,51.51202323
33,-0.10028129,51.52008797
34,-0.08328314,51.51639404
35,-0.08889572,51.51315837
36,-0.09341445,51.5153902
37,-0.10383119,51.51097276
38,-0.10060487,51.51577668
39,-0.08054187,51.50960465
40,-0.10960946,51.51412356
41,-0.10773581,51.51760054
42,-0.09460275,51.51109299
43,-0.10787984,51.51760287
44,-0.07542564,51.51473649
45,-0.10083491,51.51371206
46,-0.09018819,51.51326936
47,-0.09677154,51.51783684
48,-0.09555619,51.51587466
49,-0.10527966,51.51774075
50,-0.1020734,51.5185882
51,-0.09104107,51.51355303
52,-0.08645397,51.50952146
53,-0.0835712,51.51639875
54,-0.09730915,51.51185637
55,-0.10442067,51.51412977
56,-0.09323249,51.51250057
57,-0.08903599,51.51325059
58,-0.09361854,51.51395468
59,-0.07893586,51.52036956
60,-0.08171386,51.51600865
61,-0.08874417,51.51333576
62,-0.08871884,51.51738207
63,-0.10428191,51.51053041
64,-0.08775858,51.51278012
65,-0.09662976,51.51778058
66,-0.10311483,51.51087126
67,-0.07604722,51.51366758
68,-0.1017422,51.51615479
69,-0.08185033,51.51619074
70,-0.08200193,51.51601337
71,-0.08160712,51.51169041
72,-0.10729995,51.51768344
73,-0.09113776,51.51365352
74,-0.09376022,51.51746417
75,-0.1040819,51.5118761
76,-0.07846162,51.51451654
77,-0.10490351,51.51638576
78,-0.09917202,51.51557361
79,-0.08114438,51.50898503
80,-0.0845976,51.51254867
81,-0.10513561,51.51773842
82,-0.0937588,51.51404689
83,-0.09712866,51.51480307
84,-0.09826114,51.51322072
85,-0.07674084,51.51430846
86,-0.09004416,51.51326701
87,-0.08305923,51.51486162
88,-0.08394982,51.5142467
89,-0.10758431,51.51777795
90,-0.08275607,51.51521637
91,-0.07926557,51.51938577
92,-0.08686142,51.51699206
93,-0.10393416,51.51196364
94,-0.10823883,51.51659247
95,-0.08919236,51.51640059
96,-0.10599148,51.51100767
97,-0.0818234,51.51340257
98,-0.08505229,51.51201653
99,-0.1045647,51.51413209
100,-0.08453278,51.51065914
101,-0.08453278,51.51065914
102,-0.09649322,51.51759851
103,-0.1043375,51.51092699
104,-0.08128839,51.50898738
105,-0.08340829,51.51684572
106,-0.08887041,51.51720469
107,-0.08175114,51.51169277
108,-0.10387659,51.51681881
109,-0.08185789,51.51601102
110,-0.08697354,51.51087884
111,-0.08019411,51.51787223
112,-0.08954705,51.51137044
113,-0.07989847,51.51804724
114,-0.08778306,51.51907542
115,-0.09740447,51.51302698
116,-0.10802141,51.51418789
117,-0.08831487,51.50982159
118,-0.09141301,51.51499792
119,-0.09960411,51.51558062
120,-0.0972846,51.51590273
121,-0.08343095,51.51630653
122,-0.09077557,51.51300915
123,-0.09331409,51.51089219
124,-0.10773581,51.51760054
125,-0.09097598,51.51166349
126,-0.09345811,51.51089453
127,-0.10442067,51.51412977
128,-0.08492786,51.51498209
129,-0.08806921,51.51224563
130,-0.09716512,51.51185403
131,-0.09716512,51.51185403
132,-0.10287953,51.5165329
133,-0.10744027,51.51777563
134,-0.09231722,51.51060619
135,-0.10046083,51.51577434
136,-0.09069662,51.51489633
137,-0.08788658,51.50972468
138,-0.08128462,51.50907725
139,-0.10162233,51.5121061
140,-0.08903223,51.51334045
141,-0.10902472,51.51780118
142,-0.0843291,51.51551187
143,-0.10738566,51.51561648
144,-0.10421847,51.51205815
145,-0.10216682,51.51634152
146,-0.09739284,51.52022102
147,-0.10012599,51.5134308
148,-0.10676852,51.51659573
149,-0.10442067,51.51412977
150,-0.10456249,51.5107148
151,-0.08291085,51.5115319
152,-0.08153157,51.51348772
153,-0.07245057,51.51010131
154,-0.07303041,51.51002092
155,-0.10173671,51.51975182
156,-0.09231735,51.52094787
157,-0.19837093,51.51462115
158,-0.12953432,51.48863383
159,-0.129538,51.48854396
160,-0.16396428,51.53513049
161,-0.136181,51.51284015
162,-0.12390185,51.50302216
163,-0.13913393,51.49696991
164,-0.14640559,51.50239077
165,-0.18933639,51.52437395
166,-0.17125237,51.51159363
167,-0.17125237,51.51159363
168,-0.14616775,51.52244073
169,-0.18714542,51.51058137
170,-0.1311866,51.50810245
171,-0.14729332,51.49826815
172,-0.13764328,51.5123238
173,-0.13202199,51.50881719
174,-0.12939037,51.48863153
175,-0.16812629,51.52125693
176,-0.1694908,51.53036081
177,-0.18081414,51.5211846
178,-0.12517541,51.49306059
179,-0.13679264,51.49432485
180,-0.13801398,51.49263563
181,-0.12705912,51.51035674
182,-0.1383037,51.51026597
183,-0.12548929,51.49594329
184,-0.14012713,51.50795679
185,-0.14078257,51.51309303
186,-0.13940822,51.51145254
187,-0.19472739,51.52292828
188,-0.14398902,51.49803605
189,-0.14596198,51.51686201
190,-0.14870062,51.52041241
191,-0.13053445,51.51346971
192,-0.15151408,51.51856832
193,-0.13145383,51.51213544
194,-0.13122149,51.51429
195,-0.17656359,51.52655017
196,-0.12601001,51.50080768
197,-0.11865047,51.51157108
198,-0.18021434,51.51092367
199,-0.16716447,51.52366993
200,-0.13866353,51.51557738
201,-0.17001749,51.50644854
202,-0.17670551,51.52660633
203,-0.15217637,51.50221204
204,-0.1455615,51.50543495
205,-0.15090428,51.50515959
206,-0.12893839,51.50669971
207,-0.16107273,51.51243267
208,-0.14327194,51.52275464
209,-0.15922016,51.52048803
210,-0.17566692,51.51292135
211,-0.13456898,51.48880395
212,-0.17074432,51.53145949
213,-0.12924274,51.48871911
214,-0.15336344,51.52273408
215,-0.13396909,51.49643822
216,-0.15674203,51.51046724
217,-0.15114544,51.51343667
218,-0.14677342,51.51462666
219,-0.1274762,51.50721594
220,-0.14174818,51.5176946
221,-0.18342414,51.51717836
222,-0.15154842,51.51416244
223,-0.14691746,51.51462893
224,-0.16308658,51.52828233
225,-0.15587183,51.49633502
226,-0.17243338,51.51089262
227,-0.1253378,51.49261355
228,-0.16678681,51.51871806
229,-0.16513559,51.50601257
230,-0.13157835,51.50557275
231,-0.12548191,51.49612302
232,-0.11924507,51.51113098
233,-0.13678373,51.51572739
234,-0.15187101,51.49195554
235,-0.13091404,51.50772041
236,-0.13995387,51.49806205
237,-0.20193185,51.53032296
238,-0.15895744,51.51985442
239,-0.14277113,51.5173511
240,-0.14437323,51.52403104
241,-0.14916164,51.50549181
242,-0.17538697,51.52352832
243,-0.14326319,51.5194272
244,-0.15960707,51.51446901
245,-0.14750475,51.49305571
246,-0.14750475,51.49305571
247,-0.16493535,51.52174662
248,-0.14858569,51.51258696
249,-0.13745058,51.50998264
250,-0.18997394,51.515571
251,-0.13367875,51.48591212
252,-0.11741728,51.51002253
253,-0.14365289,51.50630403
254,-0.12964081,51.51417488
255,-0.14498082,51.51972416
256,-0.1280303,51.50986865
257,-0.12064827,51.51205274
258,-0.17953787,51.51343112
259,-0.12573667,51.49693644
260,-0.14791655,51.4900047
261,-0.12698063,51.49470813
262,-0.12716606,51.50775056
263,-0.15272688,51.50285021
264,-0.11993926,51.5117716
265,-0.14228276,51.51518512
266,-0.12539327,51.49477269
267,-0.15371982,51.51392686
268,-0.12805224,51.50722514
269,-0.19249001,51.52118523
270,-0.13101071,51.51239817
271,-0.19646842,51.51899831
272,-0.13875702,51.48500363
273,-0.13875702,51.48500363
274,-0.15705073,51.51352961
275,-0.1449495,51.52404016
276,-0.11906772,51.51193749
277,-0.16364842,51.52865083
278,-0.13801032,51.4927255
279,-0.14266,51.51654
280,-0.17307048,51.50577673
281,-0.17307048,51.50577673
282,-0.1625631,51.53411936
283,-0.15727822,51.51146486
284,-0.18448098,51.52321979
285,-0.12670065,51.5050453
286,-0.15478386,51.50899762
287,-0.14360978,51.51799386
288,-0.1427669,51.50682956
289,-0.14909051,51.50369215
290,-0.12709211,51.50604075
291,-0.14126718,51.51534888
292,-0.17865573,51.51386706
293,-0.1619629,51.52754532
294,-0.17055012,51.51832718
295,-0.18915388,51.51807629
296,-0.16649512,51.51880343
297,-0.12230296,51.50686346
298,-0.13376268,51.4979637
299,-0.12348451,51.50967011
300,-0.16785983,51.52071321
301,-0.14881156,51.4999108
302,-0.12819256,51.50731731
303,-0.17426323,51.52279143
304,-0.19342896,51.52659527
305,-0.14510087,51.5238627
306,-0.13641123,51.50367123
307,-0.15118753,51.51595529
308,-0.19489107,51.52607822
309,-0.1322322,51.50720184
310,-0.16560055,51.50161342
311,-0.13388829,51.51604107
312,-0.15331252,51.52399225
313,-0.12804854,51.50731501
314,-0.1619629,51.52754532
315,-0.12586233,51.50089525
316,-0.15423371,51.52616499
317,-0.15538757,51.52258607
318,-0.16410354,51.52092427
319,-0.1195183,51.51149507
320,-0.17598732,51.51211699
321,-0.15960519,51.52166312
322,-0.12610237,51.50206814
323,-0.13601949,51.48855724
324,-0.12554093,51.49468512
325,-0.15386749,51.51383926
326,-0.15768128,51.5121906
327,-0.13017098,51.5012338
328,-0.14155892,51.51526358
329,-0.1555414,51.51521449
330,-0.12837003,51.51001796
331,-0.20153741,51.5220437
332,-0.13189269,51.50845542
333,-0.14077041,51.52046685
334,-0.14976251,51.49066332
335,-0.17708427,51.53155817
336,-0.15875435,51.52488713
337,-0.16906997,51.51929328
338,-0.13480888,51.50409539
339,-0.13480888,51.50409539
340,-0.18257593,51.52399963
341,-0.1352185,51.51876003
342,-0.14928552,51.50243624
343,-0.17958248,51.50147156
344,-0.1432099,51.5065668
345,-0.1711298,51.52903748
346,-0.14013321,51.49365846
347,-0.14137307,51.50213128
348,-0.13471054,51.51002903
349,-0.16337242,51.5211826
350,-0.12681884,51.50567668
351,-0.12561146,51.5070063
352,-0.14271712,51.51159491
353,-0.15656782,51.51478099
354,-0.17557679,51.51157105
355,-0.15729273,51.51110538
356,-0.19111402,51.51226131
357,-0.19933173,51.51949193
358,-0.16323688,51.51380649
359,-0.11831055,51.51282462
360,-0.15748536,51.51704358
361,-0.14182738,51.51221031
362,-0.16252473,51.52791383
363,-0.17210214,51.51196659
364,-0.14077891,51.5131829
365,-0.11772755,51.50948795
366,-0.18902328,51.5249986
367,-0.1703376,51.52003247
368,-0.16052751,51.52023876
369,-0.18021434,51.51092367
370,-0.12615031,51.50089985
371,-0.13120573,51.50763513
372,-0.11251607,51.51354087
373,-0.14217623,51.50717992
374,-0.1509047,51.51226383
375,-0.15213999,51.50311074
376,-0.16300987,51.53376665
377,-0.1265786,51.50099663
378,-0.16368693,51.53485637
379,-0.12722136,51.50640253
380,-0.16285047,51.51982553
381,-0.13956833,51.49337972
382,-0.15881338,51.51985216
383,-0.20153033,51.52222344
384,-0.13975472,51.5206306
385,-0.14119269,51.51363909
386,-0.14552009,51.49581209
387,-0.12819256,51.50731731
388,-0.15381573,51.50799319
389,-0.12540064,51.49459296
390,-0.14257918,51.49019007
391,-0.14437323,51.52403104
392,-0.13771191,51.50710912
393,-0.17152244,51.52283868
394,-0.13504575,51.49123957
395,-0.12471041,51.50087684
396,-0.14054935,51.50112902
397,-0.14291457,51.50674197
398,-0.12532344,51.5070017
399,-0.15217637,51.50221204
400,-0.13229284,51.51628546
401,-0.12716237,51.50784042
402,-0.12158271,51.5103591
403,-0.12575547,51.5070086
404,-0.1682773,51.52467651
405,-0.12990311,51.51480855
406,-0.14083142,51.5154319
407,-0.15083671,51.50327005
408,-0.13557852,51.49583433
409,-0.13384187,51.48897224
410,-0.12573667,51.49693644
411,-0.13070329,51.50582858
412,-0.15544696,51.51755111
413,-0.12496135,51.49476579
414,-0.13143435,51.50557045
415,-0.17615648,51.51149013
416,-0.13306752,51.51144172
417,-0.13829459,51.49281994
418,-0.12702205,51.50774826
419,-0.13085098,51.50574101
420,-0.15633175,51.50992123
421,-0.1330167,51.51620705
422,-0.15988969,51.52175751
423,-0.15974925,51.52166538
424,-0.13145015,51.51222531
425,-0.13264618,51.49003233
426,-0.15742256,51.52216842
427,-0.14291517,51.51735338
428,-0.150556,51.50308578
429,-0.16163803,51.51414114
430,-0.1567046,51.514963
431,-0.18355427,51.52730609
432,-0.1464732,51.49717606
433,-0.13803366,51.48508208
434,-0.18838235,51.51572629
435,-0.15299966,51.51391552
436,-0.18039272,51.52090828
437,-0.13454974,51.48574612
438,-0.13353348,51.49652121
439,-0.16921763,51.51920566
440,-0.12346225,51.51371649
441,-0.13513285,51.48557554
442,-0.16279257,51.52126345
443,-0.16014519,51.52257085
444,-0.17240459,51.51161159
445,-0.1774142,51.519693
446,-0.14266732,51.51636026
447,-0.14427216,51.51233894
448,-0.11513456,51.51295348
449,-0.17327998,51.52214664
450,-0.1358041,51.49736667
451,-0.12729486,51.50109799
452,-0.12616137,51.50063025
453,-0.15101966,51.48807526
454,-0.17480326,51.52010204
455,-0.13085098,51.50574101
456,-0.17523931,51.52361595
457,-0.13180082,51.48956923
458,-0.12973902,51.50122691
459,-0.13899081,51.51108622
460,-0.13316074,51.51620935
461,-0.15947753,51.51410726
462,-0.12531567,51.49315276
463,-0.13033799,51.50771123
464,-0.17658897,51.51509392
465,-0.14985422,51.50262507
466,-0.17443981,51.49819923
467,-0.13793603,51.51574568
468,-0.14588292,51.4904222
469,-0.12384648,51.50086302
470,-0.15617201,51.5138755
471,-0.12716606,51.50775056
472,-0.15179854,51.51866272
473,-0.14136173,51.49178947
474,-0.19458334,51.52292607
475,-0.13562041,51.51597868
476,-0.12510164,51.49485795
477,-0.13070697,51.50573871
478,-0.1308473,51.50583088
479,-0.17308925,51.52690977
480,-0.12539327,51.49477269
481,-0.14118904,51.51372895
482,-0.12836267,51.51019769
483,-0.15111901,51.49985728
484,-0.15301125,51.50294462
485,-0.17948597,51.52557039
486,-0.17393211,51.52746245
487,-0.13480969,51.50760257
488,-0.13990383,51.49221599
489,-0.15847346,51.52470287
490,-0.1561538,51.53572742
491,-0.11266009,51.51354318
492,-0.14665882,51.5068012
493,-0.13456652,51.51002673
494,-0.15386749,51.51383926
495,-0.13569314,51.49655556
496,-0.11923767,51.51131072
497,-0.170334,51.52012234
498,-0.17958248,51.50147156
499,-0.15562982,51.50946056
500,-0.13043093,51.51247885
501,-0.15000914,51.50235773
502,-0.18160201,51.50141296
503,-0.12716975,51.50766069
504,-0.16382741,51.5349485
505,-0.15702567,51.53556126
506,-0.1399929,51.49356631
507,-0.1321488,51.51628316
508,-0.18139549,51.5282978
509,-0.13951094,51.4983248
510,-0.16336749,51.52846658
511,-0.15589122,51.51369123
512,-0.11713981,51.51325546
513,-0.19641192,51.52772029
514,-0.17226417,51.51151947
515,-0.14797678,51.49917821
516,-0.129538,51.48854396
517,-0.14135998,51.51660933
518,-0.1672941,51.52403166
519,-0.14423284,51.52393889
520,-0.15604009,51.51000658
521,-0.17511985,51.51579049
522,-0.14116923,51.50005971
523,-0.17420948,51.52773655
524,-0.14202993,51.51077469
525,-0.17678812,51.5245393
526,-0.14456387,51.51225363
527,-0.12939499,51.495556
528,-0.12573667,51.49693644
529,-0.16055349,51.50171423
530,-0.17539585,51.50167628
531,-0.16847686,51.5017483
532,-0.1323327,51.51178973
533,-0.14536184,51.52098916
534,-0.13085098,51.50574101
535,-0.1576294,51.51704584
536,-0.16285492,51.53403401
537,-0.21373327,51.52717598
538,-0.14648536,51.51462211
539,-0.16154356,51.53437317
540,-0.16730132,51.52385192
541,-0.20153741,51.5220437
542,-0.16396428,51.53513049
543,-0.19713588,51.52764149
544,-0.11910846,51.51094893
545,-0.1398715,51.50114525
546,-0.15492788,51.50899989
547,-0.19234596,51.52118301
548,-0.14578463,51.48574444
549,-0.14770143,51.51661971
550,-0.12738772,51.50937279
551,-0.15077644,51.50120079
552,-0.12375047,51.5031996
553,-0.11875745,51.51247208
554,-0.14796216,51.49243344
555,-0.17397811,51.51190587
556,-0.12531936,51.49306289
557,-0.15031995,51.52313576
558,-0.12675576,51.5001901
559,-0.12125385,51.50784485
560,-0.11811095,51.51417032
561,-0.10582971,51.51837913
562,-0.10597748,51.51829159
563,-0.16705141,51.53724707
564,-0.11432669,51.52553037
565,-0.15411989,51.5503535
566,-0.12916557,51.52576792
567,-0.1408767,51.54969482
568,-0.13870817,51.52861751
569,-0.12805728,51.5246711
570,-0.12694166,51.52375402
571,-0.14088037,51.54960495
572,-0.12454433,51.51894957
573,-0.12806096,51.52458124
574,-0.15151751,51.54338818
575,-0.12556758,51.52562056
576,-0.11479678,51.52113146
577,-0.12850331,51.51379702
578,-0.11972676,51.53092275
579,-0.17028246,51.55375398
580,-0.1372618,51.52167017
581,-0.11145482,51.51828996
582,-0.15133573,51.55498583
583,-0.14192577,51.53811086
584,-0.15873001,51.54691879
585,-0.1370839,51.53308809
586,-0.13626151,51.53910015
587,-0.1271591,51.51494462
588,-0.12056658,51.51753701
589,-0.16494766,51.53577536
590,-0.12614765,51.52904707
591,-0.18745653,51.54628691
592,-0.1264395,51.5289618
593,-0.14809874,51.53524085
594,-0.1428961,51.55323393
595,-0.1694431,51.54591735
596,-0.1387155,51.52843777
597,-0.19323108,51.54250916
598,-0.14591209,51.52873158
599,-0.14009846,51.55462846
600,-0.11716464,51.51964072
601,-0.13084604,51.52345659
602,-0.11988709,51.51653692
603,-0.13040929,51.51652524
604,-0.12061779,51.52329319
605,-0.13871183,51.52852764
606,-0.17152588,51.54433115
607,-0.10679327,51.51947382
608,-0.12788397,51.52889493
609,-0.18713372,51.53989718
610,-0.13594694,51.52209891
611,-0.12688965,51.51799785
612,-0.18409584,51.55100102
613,-0.13871183,51.52852764
614,-0.14595958,51.52756327
615,-0.19594175,51.55783835
616,-0.12220263,51.52681674
617,-0.11880888,51.51472109
618,-0.13112362,51.52723796
619,-0.14595958,51.52756327
620,-0.14371869,51.54011763
621,-0.1448189,51.53788685
622,-0.13636075,51.52255513
623,-0.13173985,51.52275141
624,-0.13863117,51.53050475
625,-0.12878161,51.5280999
626,-0.15153615,51.55004305
627,-0.1928605,51.55222447
628,-0.12657989,51.52905397
629,-0.12042623,51.51744484
630,-0.13092752,51.52498665
631,-0.17552197,51.54538254
632,-0.14573717,51.52594107
633,-0.12495059,51.5160784
634,-0.14068125,51.5509507
635,-0.12642522,51.54334994
636,-0.13651389,51.54351059
637,-0.14223728,51.54108338
638,-0.11319362,51.52155533
639,-0.11043801,51.52196062
640,-0.1911752,51.55434773
641,-0.12626169,51.51573964
642,-0.1440691,51.53859441
643,-0.1417,51.54718991
644,-0.12573757,51.52850095
645,-0.19257618,51.54447745
