,Y,X
646,-0.14303106,51.53929741
647,-0.14186977,51.54656311
648,-0.11988709,51.51653692
649,-0.12123128,51.51889657
650,-0.14482255,51.53779698
651,-0.19355325,51.53801782
652,-0.13903065,51.55605036
653,-0.14471892,51.55452172
654,-0.14163279,51.54530037
655,-0.13264222,51.52888083
656,-0.13497998,51.54222724
657,-0.14071909,51.55355917
658,-0.12587796,51.52859312
659,-0.14105382,51.54888829
660,-0.12816106,51.52916914
661,-0.15280007,51.54376809
662,-0.14666475,51.54214259
663,-0.14737095,51.53540922
664,-0.14175861,51.545752
665,-0.13622286,51.51922564
666,-0.1377013,51.52149728
667,-0.15755738,51.54024581
668,-0.14289793,51.53902552
669,-0.12181486,51.51872605
670,-0.1265982,51.53387437
671,-0.13054366,51.52731864
672,-0.1387155,51.52843777
673,-0.13360595,51.52646813
674,-0.143963,51.55891615
675,-0.11348544,51.5214701
676,-0.14137874,51.54799416
677,-0.13651389,51.54351059
678,-0.11771117,51.52036891
679,-0.13473293,51.54474127
680,-0.13042167,51.52677714
681,-0.18461834,51.5378799
682,-0.13663052,51.52300904
683,-0.14433453,51.52852678
684,-0.1255711,51.51851635
685,-0.19648007,51.54058078
686,-0.13697463,51.52517276
687,-0.12247914,51.53060711
688,-0.19187296,51.55130099
689,-0.13608971,51.54683115
690,-0.11433041,51.5254405
691,-0.12348065,51.51677431
692,-0.13114521,51.52319157
693,-0.13084236,51.52354646
694,-0.11433041,51.5254405
695,-0.13084604,51.52345659
696,-0.15192332,51.5547253
697,-0.14146541,51.54233014
698,-0.14068491,51.55086083
699,-0.13804322,51.54137662
700,-0.13339162,51.54579907
701,-0.15366119,51.54387156
702,-0.15819489,51.55302536
703,-0.11953121,51.52867143
704,-0.15194259,51.54357473
705,-0.11756712,51.5203666
706,-0.12105049,51.51628578
707,-0.12123128,51.51889657
708,-0.12123128,51.51889657
709,-0.13826173,51.54308869
710,-0.13845722,51.54183282
711,-0.13188391,51.5227537
712,-0.13868251,51.52924659
713,-0.11680296,51.51792629
714,-0.12863753,51.5280976
715,-0.17867668,51.55667225
716,-0.12421925,51.526858
717,-0.13481652,51.52154139
718,-0.1201819,51.52337613
719,-0.14690944,51.53612135
720,-0.14600137,51.53008189
721,-0.14640573,51.54141908
722,-0.16842282,51.55336527
723,-0.12774727,51.5287129
724,-0.13107527,51.52489908
725,-0.2030401,51.54976396
726,-0.14138975,51.54772456
727,-0.18476245,51.53788213
728,-0.12684151,51.51565897
729,-0.14133229,51.54205824
730,-0.14541359,51.53744662
731,-0.11433041,51.5254405
732,-0.13339162,51.54579907
733,-0.1219663,51.51854862
734,-0.16607518,51.53642248
735,-0.12254988,51.51837811
736,-0.11961383,51.51617283
737,-0.14073622,51.54960267
738,-0.13261891,51.5224057
739,-0.13084604,51.52345659
740,-0.12284536,51.51820299
741,-0.1557613,51.54543335
742,-0.13337864,51.53554717
743,-0.15489421,51.54191257
744,-0.12394214,51.53009095
745,-0.14118698,51.54916018
746,-0.171843,51.55440778
747,-0.12686734,51.51502989
748,-0.12805359,51.52476097
749,-0.11596337,51.52429767
750,-0.11873064,51.52011548
751,-0.19745693,51.54140512
752,-0.14088037,51.54960495
753,-0.14153021,51.54781671
754,-0.12421927,51.52335082
755,-0.13890057,51.54157007
756,-0.13879983,51.52637079
757,-0.12643581,51.52905167
758,-0.13978815,51.5551631
759,-0.14751487,51.54251572
760,-0.14088037,51.54960495
761,-0.12776546,51.52475638
762,-0.11117046,51.51819545
763,-0.12002743,51.51662909
764,-0.12913275,51.53008391
765,-0.13112362,51.52723796
766,-0.11433041,51.5254405
767,-0.11348173,51.52155996
768,-0.20537754,51.5526774
769,-0.19283167,51.55222402
770,-0.12381291,51.52622201
771,-0.11552816,51.52087343
772,-0.13576755,51.54412823
773,-0.12381661,51.52613214
774,-0.1265908,51.52527719
775,-0.14512581,51.55515765
776,-0.11337026,51.524256
777,-0.12250838,51.5369025
778,-0.12246046,51.53456362
779,-0.10841753,51.52201799
780,-0.12001492,51.53092737
781,-0.12160355,51.53086289
782,-0.12001492,51.53092737
783,-0.12001492,51.53092737
784,-0.11987085,51.53092506
785,-0.10577003,51.519817
786,-0.12102722,51.53085365
787,-0.10629401,51.52108446
788,-0.13290463,51.55064738
789,-0.12001492,51.53092737
790,-0.19606904,51.54003491
791,-0.19620248,51.54030673
792,-0.19661707,51.54076274
793,-0.19160341,51.53627919
794,-0.19717539,51.55947597
795,-0.12288972,51.51712456
796,-0.12701137,51.51503219
797,-0.14851645,51.53560715
798,-0.1136295,51.52147241
799,-0.12652393,51.51637332
800,-0.1809632,51.54636628
801,-0.18127095,51.55311547
802,-0.11959826,51.52354663
803,-0.11975379,51.51977217
804,-0.17596582,51.55231373
805,-0.13489023,51.53736974
806,-0.14471892,51.55452172
807,-0.1337537,51.52638055
808,-0.1415522,51.5472775
809,-0.12684151,51.51565897
810,-0.12469576,51.51877214
811,-0.17011344,51.54358972
812,-0.14106605,51.55212584
813,-0.14591412,51.52513453
814,-0.19121125,51.54616501
815,-0.1128887,51.51498571
816,-0.15177915,51.55472303
817,-0.12806096,51.52458124
818,-0.12930063,51.54708283
819,-0.13635875,51.5437779
820,-0.14691309,51.53603148
821,-0.14691309,51.53603148
822,-0.14873171,51.55872167
823,-0.13651022,51.54360045
824,-0.18455441,51.55397566
825,-0.11319362,51.52155533
826,-0.13193118,51.51807824
827,-0.11596337,51.52429767
828,-0.1794166,51.54175606
829,-0.14068491,51.55086083
830,-0.12056658,51.51753701
831,-0.12766148,51.51675119
832,-0.13346924,51.5262861
833,-0.13536527,51.54162185
834,-0.119462,51.51985742
835,-0.13736938,51.53668971
836,-0.12571165,51.52562286
837,-0.15560626,51.54570069
838,-0.14590478,51.52891132
839,-0.192731,51.54421006
840,-0.13949249,51.55533826
841,-0.13955912,51.53249787
842,-0.12952041,51.52766205
843,-0.17205195,51.54200126
844,-0.11901789,51.52713443
845,-0.17580304,51.54556676
846,-0.13868402,51.52214238
847,-0.13971535,51.53573773
848,-0.12365398,51.53008635
849,-0.11887469,51.52011779
850,-0.13612107,51.53900799
851,-0.11960604,51.51985973
852,-0.11785523,51.52037122
853,-0.14230976,51.53930397
854,-0.16451663,51.55006693
855,-0.13943815,51.53546355
856,-0.14084739,51.55041377
857,-0.14191998,51.55240914
858,-0.12585571,51.52562517
859,-0.12585571,51.52562517
860,-0.19494811,51.53920833
861,-0.10578494,51.51945754
862,-0.13442921,51.52396326
863,-0.14492432,51.54238487
864,-0.13626151,51.53910015
865,-0.12220632,51.51972152
866,-0.14810603,51.53506111
867,-0.11209602,51.52369593
868,-0.15688529,51.54617042
869,-0.12673856,51.52518962
870,-0.13353943,51.54571149
871,-0.1627195,51.5445533
872,-0.13741167,51.5427155
873,-0.12261953,51.53069929
874,-0.12937102,51.5488825
875,-0.10250273,51.53945822
876,-0.1085057,51.52336832
877,-0.09593141,51.52415408
878,-0.09158448,51.52813008
879,-0.11963123,51.55771944
880,-0.10287897,51.54081321
881,-0.10287897,51.54081321
882,-0.098585,51.56079705
883,-0.11800461,51.55868252
884,-0.08817946,51.52681561
885,-0.10754948,51.52209391
886,-0.10685256,51.52846751
887,-0.09253063,51.55377433
888,-0.08738535,51.54919414
889,-0.10191267,51.52245248
890,-0.10191267,51.52245248
891,-0.14182269,51.56895386
892,-0.08822842,51.52564736
893,-0.11920985,51.5574429
894,-0.10940521,51.55036091
895,-0.10403974,51.5649321
896,-0.10850446,51.52687547
897,-0.11061103,51.55955275
898,-0.09441759,51.53968677
899,-0.09069633,51.52523796
900,-0.13610325,51.55708303
901,-0.10711731,51.52208695
902,-0.08910034,51.52548172
903,-0.09011632,51.52531844
904,-0.09808197,51.54172466
905,-0.10326101,51.54549555
906,-0.11158371,51.53259052
907,-0.10015967,51.52647083
908,-0.10549611,51.5472403
909,-0.12341651,51.56038793
910,-0.10702666,51.56596957
911,-0.11947966,51.55789686
912,-0.10656675,51.53188013
913,-0.10273485,51.54081088
914,-0.1049453,51.52232166
915,-0.11275679,51.55302275
916,-0.11032565,51.53859539
917,-0.09858873,51.56070718
918,-0.12414847,51.57065109
919,-0.13726394,51.5569216
920,-0.104993,51.53158494
921,-0.08729819,51.52032649
922,-0.10711358,51.52217681
923,-0.10008099,51.53528238
924,-0.0985657,51.52320763
925,-0.10265124,51.55321928
926,-0.11697804,51.53114845
927,-0.12209998,51.57133769
928,-0.12187129,51.55937401
929,-0.10234914,51.53621838
930,-0.13275923,51.56476343
931,-0.13538777,51.56399589
932,-0.09458,51.52889824
933,-0.11232629,51.54600161
